Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MedidorVazao: 1 = ADCP (outros modelos), 2 = ADCP RiverPro de 1200 kHz, 3 = ADCP RiverPro de 600 kHz, 4 = ADCP RiverRay de 600 kHz, 5 = ADCP StreamPro, 6 = ADCP Workhorse Rio Grande de 1200 kHz, 7 = ADCP Workhorse Rio Grande de 300 kHz,
8 = ADCP Workhorse Rio Grande de 600 kHz, 9 = Barco em movimento (moving boat ou smoot), 10 = FlowTracker;11 = Flutuador, 12 = MF Pro;13 = Micromolinete, 14 = Molinete de eixo horizontal, 15 = Molinete de eixo vertical,
16 = RiverSurveyor = M9, 17 = RiverSurveyor = S5, 18 = Volumétrico, 19 = Outros, 20 = Não especificado

Restrições da consulta:
Código da Estação:66900000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumMedicao;Cota;Vazao;AreaMolhada;Largura;VelMedia;Profundidade;tecnico;medidorvazao
66900000;2;04/11/1980;01/01/1900 07:00;92;"101,0";"29,9";"45,8";"43,0";"0,653";"1,06";;0
66900000;1;04/11/1980;01/01/1900 07:00;92;"101,0";"29,9";"45,8";"43,0";"0,653";"1,06";;
66900000;2;12/10/1980;01/01/1900 07:00;91;"502,0";"331,1";"280,37";"64,9";"1,181";"4,32";;0
66900000;1;12/10/1980;01/01/1900 07:00;91;"502,0";"249,0";"211,0";"64,9";"1,181";"3,24";;
66900000;2;03/09/1980;01/01/1900 07:00;90;"94,0";"25,5";"44,0";"41,8";"0,58";"1,05";;0
66900000;1;03/09/1980;01/01/1900 07:00;90;"94,0";"25,5";"44,0";"41,8";"0,58";"1,05";;
66900000;2;09/08/1980;01/01/1900 07:00;89;"106,0";"30,5";"46,1";"43,4";"0,661";"1,06";;0
66900000;1;09/08/1980;01/01/1900 07:00;89;"106,0";"30,5";"46,1";"43,4";"0,661";"1,06";;
66900000;2;02/07/1980;01/01/1900 07:00;88;"114,0";"36,6";"49,7";"43,8";"0,736";"1,13";;0
66900000;1;02/07/1980;01/01/1900 07:00;88;"114,0";"36,6";"49,7";"43,8";"0,736";"1,13";;
66900000;2;22/06/1980;01/01/1900 07:00;87;"109,0";"35,7";"52,0";"43,3";"0,685";"1,2";;0
66900000;1;22/06/1980;01/01/1900 07:00;87;"109,0";"35,7";"52,0";"43,3";"0,685";"1,2";;
66900000;2;07/05/1980;01/01/1900 07:00;86;"112,0";"37,6";"53,0";"43,8";"0,709";"1,21";;0
66900000;1;07/05/1980;01/01/1900 07:00;86;"112,0";"37,6";"53,0";"43,8";"0,709";"1,21";;
66900000;2;17/04/1980;01/01/1900 07:00;85;"152,0";"71,5";"69,7";"45,9";"1,026";"1,51";;0
66900000;1;17/04/1980;01/01/1900 07:00;85;"152,0";"71,5";"69,7";"45,9";"1,026";"1,51";;
66900000;2;04/03/1980;01/01/1900 07:00;84;"339,0";"224,0";"153,0";"53,2";"1,465";"2,87";;0
66900000;1;04/03/1980;01/01/1900 07:00;84;"339,0";"224,0";"153,0";"53,2";"1,465";"2,87";;
66900000;2;04/02/1980;01/01/1900 07:00;83;"242,0";"125,0";"105,0";"46,8";"1,188";"2,24";;0
66900000;1;04/02/1980;01/01/1900 07:00;83;"242,0";"125,0";"105,0";"46,8";"1,188";"2,24";;
66900000;2;13/01/1980;01/01/1900 07:00;82;"151,0";"58,9";"61,9";"46,0";"0,951";"1,34";;0
66900000;1;13/01/1980;01/01/1900 07:00;82;"151,0";"58,9";"61,9";"46,0";"0,951";"1,34";;
66900000;2;07/12/1979;01/01/1900 07:00;81;"208,0";"105,0";"91,7";"47,5";"1,144";"1,93";;0
66900000;1;07/12/1979;01/01/1900 07:00;81;"208,0";"105,0";"91,7";"47,5";"1,144";"1,93";;
66900000;2;17/11/1979;01/01/1900 07:00;80;"110,0";"36,3";"49,2";"43,8";"0,738";"1,12";;0
66900000;1;17/11/1979;01/01/1900 07:00;80;"110,0";"36,3";"49,2";"43,8";"0,738";"1,12";;
66900000;2;10/10/1979;01/01/1900 07:00;79;"105,0";"34,5";"53,9";"59,7";"0,64";"0,9";;0
66900000;1;10/10/1979;01/01/1900 07:00;79;"105,0";"34,5";"53,9";"59,7";"0,64";"0,9";;
66900000;2;11/09/1979;01/01/1900 07:00;78;"128,0";"46,3";"56,8";"45,8";"0,816";"1,24";;0
66900000;1;11/09/1979;01/01/1900 07:00;78;"128,0";"46,3";"56,8";"45,8";"0,816";"1,24";;
66900000;2;07/08/1979;01/01/1900 07:00;77;"97,0";"26,2";"43,7";"43,7";"0,599";"1,0";;0
66900000;1;07/08/1979;01/01/1900 07:00;77;"97,0";"26,2";"43,7";"43,7";"0,599";"1,0";;
66900000;2;06/07/1979;01/01/1900 07:00;76;"115,0";"40,9";"55,0";"45,4";"0,744";"1,21";;0
66900000;1;06/07/1979;01/01/1900 07:00;76;"115,0";"40,9";"55,0";"45,4";"0,744";"1,21";;
66900000;2;16/06/1979;01/01/1900 07:00;75;"110,0";"36,8";"51,5";"44,8";"0,714";"1,15";;0
66900000;1;16/06/1979;01/01/1900 07:00;75;"110,0";"36,8";"51,5";"44,8";"0,714";"1,15";;
66900000;2;19/04/1979;01/01/1900 07:00;74;"124,0";"45,3";"55,7";"44,5";"0,813";"1,25";;0
66900000;1;19/04/1979;01/01/1900 07:00;74;"124,0";"45,3";"55,7";"44,5";"0,813";"1,25";;
66900000;2;09/03/1979;01/01/1900 07:00;73;"157,0";"69,8";"76,4";"47,8";"0,914";"1,59";;0
66900000;1;09/03/1979;01/01/1900 07:00;73;"157,0";"69,8";"76,4";"47,8";"0,914";"1,59";;
66900000;2;06/02/1979;01/01/1900 07:00;72;"168,0";"75,0";"78,7";"46,0";"0,953";"1,71";;0
66900000;1;06/02/1979;01/01/1900 07:00;72;"168,0";"75,0";"78,7";"46,0";"0,953";"1,71";;
66900000;2;15/01/1979;01/01/1900 07:00;71;"601,0";"535,0";"319,0";"69,0";"1,68";"4,61";;0
66900000;1;15/01/1979;01/01/1900 07:00;71;"601,0";"535,0";"319,0";"69,0";"1,68";"4,61";;
66900000;2;04/12/1978;01/01/1900 07:00;69;"183,0";"81,2";"83,2";"47,1";"0,975";"1,76";;
66900000;1;04/12/1978;01/01/1900 07:00;69;"183,0";"81,2";"83,2";"47,1";"0,975";"1,76";;
66900000;2;10/11/1978;01/01/1900 07:00;68;"141,0";"59,9";"63,4";"44,6";"0,944";"1,42";;
66900000;1;10/11/1978;01/01/1900 07:00;68;"141,0";"59,9";"63,4";"44,6";"0,944";"1,42";;
66900000;2;14/10/1978;01/01/1900 07:00;67;"156,0";"71,1";"69,8";"45,0";"1,019";"1,55";;
66900000;1;14/10/1978;01/01/1900 07:00;67;"156,0";"71,1";"69,8";"45,0";"1,019";"1,55";;
66900000;2;22/09/1978;01/01/1900 07:00;66;"113,0";"37,7";"48,1";"43,2";"0,784";"1,11";;
66900000;1;22/09/1978;01/01/1900 07:00;66;"113,0";"37,7";"48,1";"43,2";"0,784";"1,11";;
66900000;2;17/08/1978;01/01/1900 07:00;65;"87,0";"18,6";"36,2";"42,4";"0,515";"0,85";;
66900000;1;17/08/1978;01/01/1900 07:00;65;"87,0";"18,6";"36,2";"42,4";"0,515";"0,85";;
66900000;2;06/07/1978;01/01/1900 07:00;64;"90,0";"21,1";"38,7";"41,4";"0,545";"0,93";;
66900000;1;06/07/1978;01/01/1900 07:00;64;"90,0";"21,1";"38,7";"41,4";"0,545";"0,93";;
66900000;2;22/06/1978;01/01/1900 07:00;63;"94,0";"24,4";"40,1";"41,8";"0,608";"0,96";;
66900000;1;22/06/1978;01/01/1900 07:00;63;"94,0";"24,4";"40,1";"41,8";"0,608";"0,96";;
66900000;2;21/05/1978;01/01/1900 07:00;62;"107,0";"34,1";"47,7";"42,7";"0,714";"1,11";;
66900000;1;21/05/1978;01/01/1900 07:00;62;"107,0";"34,1";"47,7";"42,7";"0,714";"1,11";;
66900000;2;18/04/1978;01/01/1900 07:00;61;"95,0";"26,3";"43,1";"41,6";"0,61";"1,03";;
66900000;1;18/04/1978;01/01/1900 07:00;61;"95,0";"26,3";"43,1";"41,6";"0,61";"1,03";;
66900000;2;12/03/1978;01/01/1900 07:00;60;"115,0";"38,7";"49,8";"42,5";"0,778";"1,17";;
66900000;1;12/03/1978;01/01/1900 07:00;60;"115,0";"38,7";"49,8";"42,5";"0,778";"1,17";;
66900000;2;22/02/1978;01/01/1900 07:00;59;"118,0";"42,5";"53,0";"42,2";"0,802";"1,25";;
66900000;1;22/02/1978;01/01/1900 07:00;59;"118,0";"42,5";"53,0";"42,2";"0,802";"1,25";;
66900000;2;23/01/1978;01/01/1900 07:00;58;"238,0";"135,0";"108,0";"47,1";"1,247";"2,29";;
66900000;1;23/01/1978;01/01/1900 07:00;58;"238,0";"135,0";"108,0";"47,1";"1,247";"2,29";;
66900000;2;13/12/1977;01/01/1900 07:00;57;"216,0";"114,0";"94,3";"47,3";"1,205";"1,99";;
66900000;1;13/12/1977;01/01/1900 07:00;57;"216,0";"114,0";"94,3";"47,3";"1,205";"1,99";;
66900000;2;11/11/1977;01/01/1900 07:00;56;"101,0";"31,8";"47,0";"42,5";"0,676";"1,1";;
66900000;1;11/11/1977;01/01/1900 07:00;56;"101,0";"31,8";"47,0";"42,5";"0,676";"1,1";;
66900000;2;20/10/1977;01/01/1900 07:00;55;"91,0";"24,0";"41,4";"41,8";"0,58";"0,99";;
66900000;1;20/10/1977;01/01/1900 07:00;55;"91,0";"24,0";"41,4";"41,8";"0,58";"0,99";;
66900000;2;19/09/1977;01/01/1900 07:00;54;"112,0";"36,7";"49,4";"42,7";"0,744";"1,15";;
66900000;1;19/09/1977;01/01/1900 07:00;54;"112,0";"36,7";"49,4";"42,7";"0,744";"1,15";;
66900000;2;13/08/1977;01/01/1900 07:00;53;"95,0";"26,9";"43,2";"42,1";"0,622";"1,02";;
66900000;1;13/08/1977;01/01/1900 07:00;53;"95,0";"26,9";"43,2";"42,1";"0,622";"1,02";;
66900000;2;16/07/1977;01/01/1900 07:00;52;"221,0";"100,0";"100,0";"48,6";"1,001";"2,06";;
66900000;1;16/07/1977;01/01/1900 07:00;52;"221,0";"100,0";"100,0";"48,6";"1,001";"2,06";;
66900000;2;02/07/1977;01/01/1900 07:00;51;"114,0";"39,3";"51,3";"41,8";"0,766";"1,22";;
66900000;1;02/07/1977;01/01/1900 07:00;51;"114,0";"39,3";"51,3";"41,8";"0,766";"1,22";;
66900000;2;22/06/1977;01/01/1900 07:00;50;"129,0";"46,0";"56,2";"42,2";"0,818";"1,33";;
66900000;1;22/06/1977;01/01/1900 07:00;50;"129,0";"46,0";"56,2";"42,2";"0,818";"1,33";;
66900000;2;18/06/1977;01/01/1900 07:00;49;"124,0";"45,3";"55,9";"44,0";"0,812";"1,27";;
66900000;1;18/06/1977;01/01/1900 07:00;49;"124,0";"45,3";"55,9";"44,0";"0,812";"1,27";;
66900000;2;06/05/1977;01/01/1900 07:00;48;"146,0";"59,9";"64,6";"44,8";"0,926";"1,44";;
66900000;1;06/05/1977;01/01/1900 07:00;48;"146,0";"59,9";"64,6";"44,8";"0,926";"1,44";;
66900000;2;07/04/1977;01/01/1900 07:00;47;"139,0";"55,4";"64,7";"44,4";"0,856";"1,45";;
66900000;1;07/04/1977;01/01/1900 07:00;47;"139,0";"55,4";"64,7";"44,4";"0,856";"1,45";;
66900000;2;11/01/1977;01/01/1900 07:00;46;"423,0";"268,0";"204,0";"55,7";"1,31";"3,67";;
66900000;1;11/01/1977;01/01/1900 07:00;46;"423,0";"268,0";"204,0";"55,7";"1,31";"3,67";;
66900000;2;29/12/1976;01/01/1900 07:00;45;"981,0";"1034,0";"1096,0";"142,0";"0,94";"7,73";;
66900000;1;29/12/1976;01/01/1900 07:00;45;"981,0";"1034,0";"1096,0";"142,0";"0,94";"7,73";;
66900000;2;13/09/1976;01/01/1900 07:00;44;"109,0";"33,3";"52,0";"45,4";"0,64";"1,15";;
66900000;1;13/09/1976;01/01/1900 07:00;44;"109,0";"33,3";"52,0";"45,4";"0,64";"1,15";;
66900000;2;31/05/1976;01/01/1900 07:00;43;"222,0";"104,0";"103,0";"48,0";"1,0";"2,14";;
66900000;1;31/05/1976;01/01/1900 07:00;43;"222,0";"104,0";"103,0";"48,0";"1,0";"2,14";;
66900000;2;27/02/1976;01/01/1900 07:00;42;"158,0";"61,8";"68,2";"46,7";"0,91";"1,46";;
66900000;1;27/02/1976;01/01/1900 07:00;42;"158,0";"61,8";"68,2";"46,7";"0,91";"1,46";;
66900000;2;12/02/1976;01/01/1900 07:00;41;"190,0";"84,7";"83,9";"47,3";"1,01";"1,77";;
66900000;1;12/02/1976;01/01/1900 07:00;41;"190,0";"84,7";"83,9";"47,3";"1,01";"1,77";;
66900000;2;11/10/1975;01/01/1900 07:00;40;"153,0";"63,3";"67,2";"47,0";"0,94";"1,43";;
66900000;1;11/10/1975;01/01/1900 07:00;40;"153,0";"63,3";"67,2";"47,0";"0,94";"1,43";;
66900000;2;05/07/1975;01/01/1900 07:00;39;"276,0";"166,41";"129,0";"48,6";"1,29";"2,65";;0
66900000;1;05/07/1975;01/01/1900 07:00;39;"276,0";"144,0";"129,0";"48,6";"1,29";"2,65";;
66900000;2;19/06/1975;01/01/1900 07:00;38;"111,0";"23,7";"44,8";"44,6";"0,53";"1,01";;
66900000;1;19/06/1975;01/01/1900 07:00;38;"111,0";"23,7";"44,8";"44,6";"0,53";"1,01";;
66900000;2;22/03/1975;01/01/1900 07:00;37;"125,0";"33,2";"52,4";"45,3";"0,63";"1,16";;
66900000;1;22/03/1975;01/01/1900 07:00;37;"125,0";"33,2";"52,4";"45,3";"0,63";"1,16";;
66900000;2;10/09/1974;01/01/1900 07:00;36;"111,0";"24,1";"46,3";"45,1";"0,52";"1,0";;0
66900000;1;10/09/1974;01/01/1900 07:00;36;"111,0";"24,1";"46,3";"45,1";"0,46";"1,0";;
66900000;2;25/07/1974;01/01/1900 07:00;35;"129,0";"33,7";"51,6";"45,8";"0,65";"1,13";;
66900000;1;25/07/1974;01/01/1900 07:00;35;"129,0";"33,7";"51,6";"45,8";"0,65";"1,13";;
66900000;2;08/05/1974;01/01/1900 07:00;34;"143,0";"41,8";"59,3";"46,0";"0,71";"1,29";;
66900000;1;08/05/1974;01/01/1900 07:00;34;"143,0";"41,8";"59,3";"46,0";"0,71";"1,29";;
66900000;2;26/01/1974;01/01/1900 07:00;33;"609,0";"422,0";"550,0";"118,0";"0,77";"4,64";;0
66900000;2;26/01/1974;01/01/1900 07:00;32;"634,0";"454,0";"580,0";"119,0";"0,75";"4,87";;0
66900000;1;26/01/1974;01/01/1900 07:00;32;"634,0";"454,0";"580,0";"119,0";"0,75";"4,87";;
66900000;1;26/01/1974;01/01/1900 07:00;33;"609,0";"422,0";"550,0";"118,0";"0,77";"4,64";;
66900000;2;21/01/1974;01/01/1900 07:00;31;"989,0";"977,0";"1055,0";"142,0";"0,93";"7,43";;
66900000;1;21/01/1974;01/01/1900 07:00;31;"989,0";"977,0";"1055,0";"142,0";"0,93";"7,43";;
66900000;2;20/01/1974;01/01/1900 07:00;30;"989,0";"1044,0";"1067,0";"142,0";"0,98";"7,52";;
66900000;1;20/01/1974;01/01/1900 07:00;30;"989,0";"1044,0";"1067,0";"142,0";"0,98";"7,52";;
66900000;2;11/10/1973;01/01/1900 07:00;29;"205,0";"80,0";"90,9";"46,4";"0,88";"1,96";;
66900000;1;11/10/1973;01/01/1900 07:00;29;"205,0";"80,0";"90,9";"46,4";"0,88";"1,96";;
66900000;2;01/09/1973;01/01/1900 07:00;28;"108,0";"17,3";"45,0";"39,2";"0,38";"1,15";;
66900000;1;01/09/1973;01/01/1900 07:00;28;"108,0";"17,3";"45,0";"39,2";"0,38";"1,15";;
66900000;2;18/07/1973;01/01/1900 07:00;27;"107,0";"23,2";"48,7";"44,3";"0,48";"1,1";;
66900000;1;18/07/1973;01/01/1900 07:00;27;"107,0";"23,2";"48,7";"44,3";"0,48";"1,1";;
66900000;2;25/06/1973;01/01/1900 07:00;26;"121,0";"30,0";"53,6";"44,5";"0,56";"1,2";;
66900000;1;25/06/1973;01/01/1900 07:00;26;"121,0";"30,0";"53,6";"44,5";"0,56";"1,2";;
66900000;2;19/04/1973;01/01/1900 07:00;25;"121,0";"32,8";"56,7";"44,8";"0,58";"1,26";;
66900000;1;19/04/1973;01/01/1900 07:00;25;"121,0";"32,8";"56,7";"44,8";"0,58";"1,26";;
66900000;2;26/03/1973;01/01/1900 07:00;24;"170,0";"68,9";"79,1";"46,2";"0,87";"1,71";;
66900000;2;26/03/1973;01/01/1900 07:00;23;"189,0";"74,9";"86,0";"46,8";"0,87";"1,84";;
66900000;1;26/03/1973;01/01/1900 07:00;23;"189,0";"74,9";"86,0";"46,8";"0,87";"1,84";;
66900000;1;26/03/1973;01/01/1900 07:00;24;"170,0";"68,9";"79,1";"46,2";"0,87";"1,71";;
66900000;2;01/12/1972;01/01/1900 07:00;22;"155,0";"74,9";"76,5";"48,0";"0,98";"1,59";;0
66900000;1;01/12/1972;01/01/1900 07:00;22;"155,0";"74,9";"76,5";"48,0";"0,98";"1,59";;
66900000;2;01/02/1972;01/01/1900 07:00;21;"130,0";"37,9";"29,2";"30,5";"1,3";"0,96";;
66900000;1;01/02/1972;01/01/1900 07:00;21;"130,0";"37,9";"29,2";"30,5";"1,3";"0,96";;
66900000;2;07/07/1971;01/01/1900 07:00;19;"231,0";"105,0";"111,0";"47,8";"0,95";"2,32";;
66900000;2;07/07/1971;01/01/1900 07:00;20;"201,0";"86,6";"97,6";"46,8";"0,89";"2,08";;
66900000;1;07/07/1971;01/01/1900 07:00;19;"231,0";"105,0";"111,0";"47,8";"0,95";"2,32";;
66900000;1;07/07/1971;01/01/1900 07:00;20;"201,0";"86,6";"97,6";"46,8";"0,89";"2,08";;
66900000;2;06/07/1971;01/01/1900 07:00;18;"406,0";"243,0";"205,0";"60,0";"1,19";"3,42";;
66900000;1;06/07/1971;01/01/1900 07:00;18;"406,0";"243,0";"205,0";"60,0";"1,19";"3,42";;
66900000;2;02/04/1971;01/01/1900 07:00;17;"114,0";"27,4";"53,2";"45,4";"0,52";"1,17";;
66900000;1;02/04/1971;01/01/1900 07:00;17;"114,0";"27,4";"53,2";"45,4";"0,52";"1,17";;
66900000;2;10/02/1971;01/01/1900 07:00;16;"109,0";"24,2";"28,2";"30,0";"0,86";"0,94";;
66900000;1;10/02/1971;01/01/1900 07:00;16;"109,0";"24,2";"28,2";"30,0";"0,86";"0,94";;
66900000;2;15/01/1971;01/01/1900 07:00;15;"133,0";"41,3";"65,8";"46,6";"0,63";"1,41";;
66900000;1;15/01/1971;01/01/1900 07:00;15;"133,0";"41,3";"65,8";"46,6";"0,63";"1,41";;
66900000;2;11/12/1970;01/01/1900 07:00;14;"89,0";"13,6";"39,1";"44,7";"0,35";"0,87";;
66900000;2;11/12/1970;01/01/1900 07:00;13;"89,0";"14,2";"41,3";"44,7";"0,34";"0,92";;
66900000;1;11/12/1970;01/01/1900 07:00;13;"89,0";"14,2";"41,3";"44,7";"0,34";"0,92";;
66900000;1;11/12/1970;01/01/1900 07:00;14;"89,0";"13,6";"39,1";"44,7";"0,35";"0,87";;
66900000;2;16/11/1970;01/01/1900 07:00;12;"89,0";"14,7";"40,2";"44,6";"0,37";"0,9";;
66900000;1;16/11/1970;01/01/1900 07:00;12;"89,0";"14,7";"40,2";"44,6";"0,37";"0,9";;
66900000;2;05/10/1970;01/01/1900 07:00;11;"234,0";"96,4";"105,0";"44,0";"0,92";"2,39";;
66900000;2;05/10/1970;01/01/1900 07:00;10;"252,0";"118,0";"115,0";"46,6";"1,02";"2,47";;
66900000;1;05/10/1970;01/01/1900 07:00;10;"252,0";"118,0";"115,0";"46,6";"1,02";"2,47";;
66900000;1;05/10/1970;01/01/1900 07:00;11;"234,0";"96,4";"105,0";"44,0";"0,92";"2,39";;
66900000;2;18/08/1970;01/01/1900 07:00;9;"93,0";"17,0";"25,0";"25,1";"0,68";"1,0";;
66900000;1;18/08/1970;01/01/1900 07:00;9;"93,0";"17,0";"25,0";"25,1";"0,68";"1,0";;
66900000;2;16/06/1970;01/01/1900 07:00;8;"110,0";"25,9";"52,0";"46,2";"0,5";"1,12";;
66900000;1;16/06/1970;01/01/1900 07:00;8;"110,0";"25,9";"52,0";"46,2";"0,5";"1,12";;
66900000;2;09/05/1970;01/01/1900 07:00;7;"381,0";"267,0";"301,0";"109,0";"0,89";"2,76";;
66900000;1;09/05/1970;01/01/1900 07:00;7;"381,0";"267,0";"301,0";"109,0";"0,89";"2,76";;
66900000;2;13/03/1970;01/01/1900 07:00;6;"110,0";"24,8";"50,9";"45,4";"0,49";"1,12";;
66900000;1;13/03/1970;01/01/1900 07:00;6;"110,0";"24,8";"50,9";"45,4";"0,49";"1,12";;
66900000;2;09/02/1970;01/01/1900 07:00;5;"164,0";"59,2";"78,9";"46,5";"0,75";"1,7";;
66900000;2;09/02/1970;01/01/1900 07:00;4;"169,0";"61,8";"82,8";"46,9";"0,75";"1,76";;
66900000;1;09/02/1970;01/01/1900 07:00;4;"169,0";"61,8";"82,8";"46,9";"0,75";"1,76";;
66900000;1;09/02/1970;01/01/1900 07:00;5;"164,0";"59,2";"78,9";"46,5";"0,75";"1,7";;
66900000;2;08/02/1970;01/01/1900 07:00;3;"143,0";"48,8";"71,5";"46,6";"0,68";"1,53";;
66900000;1;08/02/1970;01/01/1900 07:00;3;"143,0";"48,8";"71,5";"46,6";"0,68";"1,53";;
66900000;2;07/02/1970;01/01/1900 07:00;2;"125,0";"33,6";"57,8";"46,2";"0,58";"1,25";;
66900000;1;07/02/1970;01/01/1900 07:00;2;"125,0";"33,6";"57,8";"46,2";"0,58";"1,25";;
66900000;2;05/11/1969;01/01/1900 07:00;1;"216,0";"90,2";"100,0";"45,9";"0,9";"2,18";;
66900000;1;05/11/1969;01/01/1900 07:00;1;"216,0";"90,2";"100,0";"45,9";"0,9";"2,18";;
