Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoSecao: 1 = Régua, 2 = Medição

Restrições da consulta:
Código da Estação:66910000


EstacaoCodigo;NivelConsistencia;Data;Hora;NumLevantamento;TipoSecao;NumVerticais;DistanciaPIPF;EixoXDistMaxima;EixoXDistMinima;EixoYCotaMaxima;EixoYCotaMinima;ElmGeomPassoCota;Observacoes;Vertical
66910000;1;24/09/1998;01/01/1900 07:00;1;2;30;"70,7";"85,0";"0,0";"650,0";"-300,0";"10,0";;",5,581|12,5,233|19,5,-7|25,5,11|31,5,-27|37,5,-89|43,5,-154|49,5,-221|54,5,-183|58,5,-64|62,5,127|66,5,191|71,1,581|77,6,564|0,614|2,9,605|8,5,401|16,5,17|22,5,1|28,5,-5|34,5,-60|40,5,-114|46,5,-180|52,5,-209|56,5,-129|60,5,11|64,5,183|68,5,294|73,6,603|79,8,606|"
66910000;2;24/09/1998;01/01/1900 07:00;1;2;30;"79,8";"97,3";"17,5";"614,0";"-221,0";"10,0";;"7,5,614|20,4,605|22,581|26,401|30,233|34,17|37,-7|40,1|43,11|46,-5|49,-27|52,-60|55,-89|58,-114|61,-154|64,-180|67,-221|70,-209|72,-183|74,-129|76,-64|78,11|80,127|82,183|84,191|86,294|88,6,581|91,1,603|95,1,564|97,3,606|"
66910000;2;17/09/1997;01/01/1900 07:00;1;2;46;"74,5";"93,4514";"18,9514";"606,0";"-219,0";"10,0";;"8,9514,606|20,1514,590|21,1514,540|21,9514,506|22,3514,454|23,6514,390|25,1514,337|28,5514,287|30,5514,221|31,9514,169|33,7514,97|35,7514,-5|37,7514,-45|39,7514,-54|41,7514,-63|43,7514,-75|45,7514,-80|47,7514,-87|49,7514,-93|51,7514,-112|53,7514,-124|55,7514,-132|57,7514,-140|59,7514,-167|61,7514,-198|63,7514,-215|65,7514,-208|67,7514,-219|69,7514,-213|71,7514,-202|73,7514,-178|75,7514,-148|77,7514,-58|79,7514,53|81,7514,169|82,7514,216|83,9514,281|84,4514,353|84,8514,375|85,1515,410|85,5515,471|86,5515,513|87,0515,548|87,4514,590|89,4514,580|93,4514,591|"
66910000;1;17/09/1997;01/01/1900 07:00;1;2;46;"74,5";"80,0";"0,0";"800,0";"-250,0";"10,0";;",606|1,2,590|2,2,540|3,506|3,4,454|4,7,390|6,2,337|9,6,287|11,6,221|13,169|14,8,97|16,8,-5|18,8,-45|20,8,-54|22,8,-63|24,8,-75|26,8,-80|28,8,-87|30,8,-93|32,8,-112|34,8,-124|36,8,-132|38,8,-140|40,8,-167|42,8,-198|44,8,-215|46,8,-208|48,8,-219|50,8,-213|52,8,-202|54,8,-178|56,8,-148|58,8,-58|60,8,53|62,8,169|63,8,216|65,281|65,5,353|65,9,375|66,2,410|66,6,471|67,6,513|68,1,548|68,5,590|70,5,580|74,5,591|"
66910000;1;31/08/1996;01/01/1900 07:00;1;2;40;"74,45";"90,0";"0,0";"700,0";"-300,0";"10,0";;",606|4,2,580|7,9,364|12,2,207|16,9,-16|22,9,-66|26,9,-79|30,9,-93|34,9,-108|38,9,-124|42,9,-174|46,9,-213|50,9,-216|54,9,-191|58,9,-131|63,9,164|66,332|68,4,482|72,75,570|78,75,552|64,7,224|67,3,396|68,75,582|76,75,584|2,5,600|5,9,481|10,9,260|13,7,164|18,9,-58|20,9,-66|24,9,-75|28,9,-85|32,9,-102|36,9,-116|40,9,-143|44,9,-199|48,9,-205|52,9,-196|56,9,-181|60,9,-24|"
66910000;2;31/08/1996;01/01/1900 07:00;1;2;40;"78,75";"97,2342";"18,4842";"606,0";"-216,0";"10,0";;"8,4842,606|20,9842,600|22,6842,580|24,3842,481|26,3842,364|29,3842,260|30,6842,207|32,1842,164|35,3842,-16|37,3842,-58|39,3842,-66|41,3842,-66|43,3842,-75|45,3842,-79|47,3842,-85|49,3842,-93|51,3842,-102|53,3842,-108|55,3842,-116|57,3842,-124|59,3842,-143|61,3842,-174|63,3842,-199|65,3842,-213|67,3842,-205|69,3842,-216|71,3842,-196|73,3842,-191|75,3842,-181|77,3842,-131|79,3842,-24|82,3842,164|83,1842,224|84,4842,332|85,7842,396|86,8842,482|87,2342,582|91,2342,570|95,2342,584|97,2342,552|"
66910000;1;22/07/1995;01/01/1900 07:00;1;2;32;"74,45";"80,45";"0,0";"1000,0";"-250,0";"10,0";;",608|8,424|12,198|17,2,-16|21,2,-45|28,2,-55|34,2,-89|40,2,-127|46,2,-212|52,2,-219|58,2,-164|63,55,198|66,55,339|71,45,579|77,45,583|0,615|6,5,546|9,5,324|15,2,58|19,2,-38|23,2,-46|25,2,-46|31,2,-70|37,2,-106|43,2,-174|49,2,-207|55,2,-199|61,2,-9|65,55,281|67,45,581|73,45,551|80,45,547|"
66910000;2;22/07/1995;01/01/1900 07:00;1;2;32;"80,45";"99,2635";"18,8135";"615,0";"-219,0";"10,0";;"8,8135,615|21,8135,608|25,3135,546|26,8135,424|28,3135,324|30,8135,198|34,0135,58|36,0135,-16|38,0135,-38|40,0135,-45|42,0135,-46|44,0135,-46|47,0135,-55|50,0135,-70|53,0135,-89|56,0135,-106|59,0135,-127|62,0135,-174|65,0135,-212|68,0135,-207|71,0135,-219|74,0135,-199|77,0135,-164|80,0135,-9|82,3635,198|84,3635,281|85,3635,339|86,2635,581|90,2635,579|92,2635,551|96,2635,583|99,2635,547|"
66910000;1;01/02/1994;01/01/1900 07:00;1;2;36;"74,4";"80,0";"0,0";"600,0";"-230,0";"10,0";;",577|2,578|4,562|5,5,508|7,465|8,5,420|9,5,332|10,300|14,3,104|18,3,-36|22,3,-48|26,3,-56|30,3,-59|33,3,-79|36,3,-91|39,3,-104|41,3,-114|43,3,-145|45,3,-173|47,3,-191|49,3,-203|51,3,-204|53,3,-219|55,3,-200|57,3,-178|59,3,-123|61,3,-25|63,3,86|65,3,201|67,2,300|68,355|68,9,443|69,7,491|70,582|73,530|76,4,576|"
66910000;2;02/01/1994;01/01/1900 07:00;1;2;36;"76,4";"94,9056";"18,5056";"582,0";"-219,0";"10,0";;"8,5056,577|20,5056,578|22,5056,562|24,0056,508|25,5056,465|27,0056,420|28,0056,332|28,5056,300|32,8056,104|36,8056,-36|40,8056,-48|44,8056,-56|48,8056,-59|51,8056,-79|54,8056,-91|57,8056,-104|59,8056,-114|61,8056,-145|63,8056,-173|65,8056,-191|67,8056,-203|69,8056,-204|71,8056,-219|73,8056,-200|75,8056,-178|77,8056,-123|79,8056,-25|81,8056,86|83,8056,201|85,7056,300|86,5056,355|87,4056,443|88,2056,491|88,5056,582|91,5056,530|94,9056,576|"
